sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
bantu boonse fulicoongo uyooba mukati kajoba lino njoomulanga akuyeeya cizuminano 	16	11706	Female	toi	220904-190848_toi_0ae_elicit_45.wav
lino juda abeenzinyina nebakasika kung anda ya josefa bajana kuti mpacili nkabela bakamuvundamina ansi 	16	9937	Female	toi	221230-161409_toi_b9a_elicit_14.wav
haatimba wakabona cikwankwani cakalembedwe kuti mazabuka rural council 	16	7169	Female	toi	221228-093456_toi_b9a_elicit_14.wav
kulibombya akuyoowa jehova kulaleta buvubi abulemu abuumi mamvwa atukole zyoonse mozili munzila yabapilingene 	16	11094	Female	toi	221214-084847_toi_b9a_elicit_36.wav
haatimba wakalumbya biyo meso wakabunywa bukoko munggutyu yomwe 	16	7895	Female	toi	221228-181007_toi_b9a_elicit_5.wav
buli mbuli bweema bwamuunda jehova ngwaalongezya leza akupe mume wakujulu 	16	7305	Female	toi	221230-113547_toi_b9a_elicit_39.wav
bantu banji banji bamikana anze mukazila elyo mudala umwi usamide cisani ca myengo uli a kwenda kunembo lyabo 	16	9574	Female	toi	221210-173239_toi_b9a_elicit_9.wav
imwaalumi omwe uusamide sikipa iituba usandula cibbubbu kwiinda mukwiifwusa mujulu 	16	9006	Female	toi	221230-125444_toi_b9a_elicit_15.wav
mpoonya awo bakanywisya wisaabo waini masiku ayo ngaonya nkabela mupati wakasika 	16	9823	Female	toi	220929-202615_toi_97d_elicit_0.wav
mpoonya awo wakaboola esau mukulana wakwe kuzwa mukuvwima 	16	5603	Female	toi	221230-113547_toi_b9a_elicit_45.wav
cakacaalila bapati kuti bakaakumucite mbobayanda mucele wakasoka wamunyonganyizizya buumi bwakwe 	16	11502	Female	toi	221228-183113_toi_b9a_elicit_34.wav
basankwa botatwe basamide zisani zyamushobo wamukuba balakumweta mweta alimwi balakoobolana 	16	8893	Female	toi	221207-180404_toi_b9a_elicit_25.wav
lino na mwatola oyu alakwe kuzwa kulindime alimwi bubi bwamujana muyooselusya imvwi zyangu abuusu mukabanda 	16	12999	Female	toi	221230-161409_toi_b9a_elicit_33.wav
ulelede mwana ujisi peni mumanza kazingaila a cibbokisi zyonse zyobilo zisitilidwe a pulanga 	16	11048	Female	toi	221210-181328_toi_b9a_elicit_17.wav
mukaintu uusamide sikipa itakwe maboko isubila amusinsi mulamfwu usiya ujisi mwana kumaanza mpoona ujislidi umnbi mwana kukuboko kumwi kabeenda 	16	14928	Female	toi	221205-142705_toi_b9a_elicit_39.wav
caamba kuti muntu muguyu uuyanda kweenda alike 	16	2926	Male	toi	220825-172540_toi_0ae_elicit_26.wav
nkukuti masyekeli aansiliva aali myanda yone mbubakali kupima basambazi 	16	9483	Female	toi	221228-201041_toi_b9a_elicit_50.wav
mwalumi usamide zisani zili a penti ulakulemba kakkede a citishini 	16	6352	Female	toi	221210-144236_toi_b9a_elicit_14.wav
elyo wakaleka kuzyala lino rakele naakabona kuti tazyalili jakobo bana wakafwida mucizi wakwe ibbivwe 	16	10640	Female	toi	221229-141356_toi_b9a_elicit_3.wav
mulombwana uutasamide sikipa pepe kasamide bulukwe busiya ulasobana acisobanyo camavwili 	16	7917	Female	toi	221212-094543_toi_b9a_elicit_1.wav
musankwa mukubusyi ujisi cipulanga acibelesyo cakukosozya mapulanga kumwi kalumide musanga watombwe kumulomo 	16	8961	Female	toi	221230-120719_toi_b9a_elicit_47.wav
pele oyo uuyandaula bubi bulamweenzya uusyoma buvubi bwakwe ulawa 	16	8122	Female	toi	221213-134611_toi_b9a_elicit_42.wav
bantu botatwe balimvwi alukwakwa mucisi cizwide zimwi zintu zya lubulo kakuli omwe uleebelela muzimagilazi zyakubonesya zintu kulaale 	16	12999	Female	toi	221212-125952_toi_b9a_elicit_7.wav
mwaalumi uusamide sikipa iituba uleenda mubwizu bulanfwu kajisi akasamu 	16	5376	Female	toi	221212-125952_toi_b9a_elicit_23.wav
aikudwaya uuzwa mumeenda alimwi walikweela amabwe 	16	5150	Female	toi	221212-120347_toi_b9a_elicit_24.wav
walo mweenzinyina wakavuwa 	16	2382	Female	toi	221203-172224_toi_ee8_elicit_13.wav
bankala bobile batija kuzya mukazila katali a nyanzabili akusiya munkala omwe kusyule 	16	9324	Female	toi	221207-171156_toi_b9a_elicit_25.wav
waamba aanga kuli uulindilila kufwa wakavwilla lwado kumwi kalibamba kukkala 	16	8916	Female	toi	221228-150641_toi_b9a_elicit_26.wav
jiini lya cikambwe a mabusu a ba simwembela ng ombe kumuzundano waba simwembela ng ombe 	16	7759	Female	toi	221210-151232_toi_b9a_elicit_20.wav
wakabweza nkomeki akutila mukati amane waunka wakkala amupando 	16	5762	Female	toi	221228-175149_toi_b9a_elicit_0.wav
kumatalikito aamwezi oyu bantu boonse babamba matalaabo kuti babike kabotu zyakulya zyabo kukati 	16	11956	Female	toi	220903-202609_toi_707_elicit_44.wav
ibanabukwetene amwana ujisigwi amwaalumi bakkede munsi munsi akaziba pulemu afwaafwi 	16	7736	Female	toi	221230-133110_toi_b9a_elicit_13.wav
mubwa uula mabala mabala uutuba kuusiya alimwi kuusiya siya uleenda cakuselemuka mukazila musyookwe 	16	9710	Female	toi	221212-123748_toi_b9a_elicit_13.wav
mwalumi uusamide cisiya alimwi angowani mumeenda ulakwasula muka bwato ka yanyanzabili 	16	6783	Female	toi	221212-131327_toi_b9a_elicit_23.wav
lino ngwani uuzi lunyonyooko ndubakonzya kuleta atusimpi tumwi twabasongo ntootu 	16	9415	Female	toi	221214-091851_toi_b9a_elicit_5.wav
kuti zizyalane akati kanti pele tudandala twambelele taakwe naakatubikila inti pe aboobo tudandala twakaba twa labani zitulumuka zyakaba zya jakobo 	16	14860	Female	toi	221230-210020_toi_b9a_elicit_10.wav
mbubo ino ndilateelela kamwale kozumanana odeede lyangu aawo wakazumanana nkombo 	16	10595	Female	toi	221228-125403_toi_b9a_elicit_21.wav
kufwumbwa kuti kanditasyomi muziyanza mbuli bwaceeci ncomusola kundaambila 	16	9755	Female	toi	221228-125403_toi_b9a_elicit_10.wav
mukaintu mupati sikuzyana zyana uli mubusena aaciimo abana basimbi basyoonto 	16	8144	Female	toi	221213-094854_toi_b9a_elicit_21.wav
elyo wakati utatandabiki ijanza lyako kumwana nikuba kumucitila cintu 	16	5876	Female	toi	221228-201041_toi_b9a_elicit_12.wav
balaba barmucaala awalo oyu yamana milimo wakafwenyafwenya amane wakaanga kankusa ankumo 	16	12977	Male	toi	220907-203915_toi_97d_elicit_10.wav
nkabela yakamwaambila kuti 	16	1678	Male	toi	220829-121443_toi_0ae_elicit_11.wav
musankwa usamide cibbudula cacikambwe ulasotooka sotooka abulo 	16	5104	Female	toi	221230-120719_toi_b9a_elicit_45.wav
pe basa kamuya biyo munywe nkanywe cibwantu biya 	16	3289	Male	toi	220825-174423_toi_0ae_elicit_28.wav
mubelesi wakaguna guna mutwe kutondezya kuti wamvwa wakeebelela bantu aba batanta banamutendele babo baunka 	16	9914	Female	toi	221228-184203_toi_b9a_elicit_39.wav
cilangika mbuli kuti kunyina ncobwene kabotu atumpiyompiyo twacisi weelede kukkalilila biya kuyiisya 	16	11479	Female	toi	221228-125403_toi_b9a_elicit_6.wav
bakazyi kwile kuumana nkumo amubelesi wakwe wakamutambika 	16	6760	Female	toi	221228-185504_toi_b9a_elicit_17.wav
uuongelezeka ulazuminina makani oonse pele muntu uucenjede ulayeeya kabotu kweenda kwakwe 	16	9279	Female	toi	221213-153842_toi_b9a_elicit_12.wav
ha miyoba mwezi mubotu twabaima budodoodo basimakuwa mukubwe kaamgala 	16	9256	Female	toi	220903-202609_toi_707_elicit_20.wav
muntu buyo uujisi mulanda wabota kwiinda muntu uulipa kamikami pele wabula cakulya 	16	9642	Female	toi	221213-151941_toi_b9a_elicit_4.wav
ciindi ncibakali kuswayana cakali ciindi camasikati 	16	4492	Female	toi	220906-213431_toi_707_elicit_17.wav
alimwi wazyalila jakobo mwana wabili nkabela rakele wakaamba kuti ndazundana 	16	7101	Female	toi	221229-141356_toi_b9a_elicit_12.wav
kuza okuno kunyika ino sa ndeelede kupilusya mwanaako kucisi eco nkowakazwa abrahamu wakamuvwiila kuti ne toelede kupilusya mwanaangu oko abuniini 	16	14860	Female	toi	221228-202245_toi_b9a_elicit_14.wav
mung anda ilida ya roppolo pizzeria ilijukide masiku akupa bantu cakulya 	16	6602	Female	toi	221205-215917_toi_b9a_elicit_8.wav
nkamu yabantu basamide kabotu ilikkede atebule atusani tutuba kabanwa madilinki akulya zyakulya 	16	9120	Female	toi	221213-093545_toi_b9a_elicit_32.wav
amuzyalisye muvule muzuzye nyika akwiibombya amweendelezye inswi zyamulwizi 	16	9369	Female	toi	221228-192906_toi_b9a_elicit_21.wav
boonse bamisyobo yoonse takukooyoosika limbi maanzi aazambangulwe kuzoovwinyauna 	16	10390	Female	toi	220904-190848_toi_0ae_elicit_44.wav
ino ndakamusyambilanzi mwana 	16	1565	Male	toi	220825-174423_toi_0ae_elicit_5.wav
ibbwe lyakujazya mulomo wacikala lyakali ipati matanga oonse naakabungene nkuko 	16	9664	Female	toi	221229-142606_toi_b9a_elicit_4.wav
mukaintu amwana mushonto balikkede kunkomwe ya kalonga 	16	4605	Female	toi	221213-095629_toi_b9a_elicit_19.wav
lwako njoomupa zisi ezi zyoonse aboobo njoozuzikizya cikonke ncindakakonka 	16	9460	Female	toi	221230-114451_toi_b9a_elicit_7.wav
alakwe semu wisi bana ba eberi munyina jafeti mupati wakazyalilwa bana bana 	16	11933	Female	toi	220904-192446_toi_0ae_elicit_31.wav
kwaamba mebo ndime tomaasi ndibeleka biyo munsi munsi awaano kwalo oko nkokozya kujana cakuti inga walya 	16	8757	Female	toi	221228-191455_toi_b9a_elicit_22.wav
tee sikale wakati kazyula nkumba muyoba wakabuzya mutelampondo 	16	5898	Female	toi	221228-151724_toi_b9a_elicit_22.wav
nkombo awaio wakaliko ambali nkaambo wakali simubweza twaambo 	16	6012	Female	toi	221228-155549_toi_b9a_elicit_48.wav
mubwa uutuba uula zigamba zisiya siya ameso wabalika mumuunda wabwizu uuvumbwidwe amaluba 	16	9801	Female	toi	221212-145541_toi_b9a_elicit_8.wav
kankala kamusyobo wasikkaka kali mubwizu a ng ombe ya 	16	5739	Female	toi	221207-174147_toi_b9a_elicit_23.wav
bamane buyo kulibanda baiombwana aba kwakalunda biyo kasuko kunsi amatende kuya kooko nkobakali kuyooswaya 	16	8916	Female	toi	220906-213431_toi_707_elicit_3.wav
kubusyu bwanu boonse biyo abauka bayavula ansi answi zyamulwizi baabwa mumaanza 	16	10368	Female	toi	220904-190848_toi_0ae_elicit_26.wav
natana yuula moyo tuukali 	16	2745	Female	toi	221203-160114_toi_ee8_elicit_5.wav
ino nkokutyani oko sulwe wakabuzya suntwe 	16	3380	Female	toi	220906-213431_toi_707_elicit_1.wav
bantu bone bayindene indene balikkede acuuno camupaaka comwe mpoona umwi usobana gita 	16	9006	Female	toi	221205-155204_toi_b9a_elicit_23.wav
sikuccovwa nchinga wasotooka paipi ijisi kulambaikwa kakuli bantu balatamba 	16	7123	Female	toi	221213-095629_toi_b9a_elicit_0.wav
aba girigasi aba hivi aba ariki aba sini eighteen aba arivadi aba zemari aba hamati 	16	15064	Female	toi	220904-192446_toi_0ae_elicit_26.wav
nkamu yabantu banji bali mun ganda kabalanga bbola iituba impati ikunkulika 	16	5830	Female	toi	221212-095755_toi_b9a_elicit_1.wav
lino nyika yakabija kumeso aa leza alimwi nyika yakazula luuni lino leza wakabona 	16	9075	Female	toi	220904-182522_toi_0ae_elicit_20.wav
lino kaini wakaambila munyina abelo kuti atweende musokwe nkabela nebakali 	16	9301	Female	toi	221228-194723_toi_b9a_elicit_31.wav
muntu uucenjede ulacita caluzibo pele mufubafuba ulamwayaula kupilingana kwakwe 	16	9165	Female	toi	221213-153046_toi_b9a_elicit_40.wav
kuti koyeeya kuti wakayabayizya kalinda ino iwe uyeeya 	16	5717	Female	toi	221228-175149_toi_b9a_elicit_35.wav
mwaalumi uula nvwi alimwi asikipa yacisikili sobanya ngoma 	16	5535	Female	toi	221212-132756_toi_b9a_elicit_13.wav
mwaalumi uusamide zisani zisyoonto ulasotooka ancinga iisubila 	16	4719	Female	toi	221212-125952_toi_b9a_elicit_1.wav
mbuli kayuni kapembelela na mbuli sikamembya mukuuluka kwakwe mbulubede lutuko lwabuyo talusiki pe 	16	17492	Male	toi	220916-181440_toi_97d_elicit_40.wav
nkabela bantu ibakali kumulyango wang anda baniini abapati boonse buyo 	16	7554	Female	toi	220929-200958_toi_97d_elicit_16.wav
lino rebeka wakali kuswiilila ciindi eco izaka naakali kwaambila mwanaakwe esau 	16	6284	Female	toi	221230-113547_toi_b9a_elicit_8.wav
bamakaintu bakubusyi botatwe basamide madelesi atuba balazyana kumbele ambunga 	16	8167	Female	toi	221205-213559_toi_b9a_elicit_21.wav
bakaunka bakasike bakabajana basimbi babo mbaaba 	16	5104	Female	toi	221204-133851_toi_ee8_elicit_29.wav
mukazi maziba ngomwezi bantu muminzi ya butonga nobanywa mabisi 	16	6329	Female	toi	220828-202103_toi_707_elicit_12.wav
yaa twaka samba biyo tucitalika kulya moonga wakabuzya kuti ncisyunzi basa 	16	8439	Female	toi	221204-123335_toi_ee8_elicit_45.wav
umwi aumwi mbuli musyobo wakwe ang ombe zyamisyobo misyobo abauka boonse baansi bamisyobo misyobo nkabela leza wakabona kuti ncintu cibotu 	16	11343	Female	toi	221228-192906_toi_b9a_elicit_16.wav
simweembela ng ombe ulijisilidi mbuli bbiza iitatambisidwe mboisoleka kumusowela ansi kumwi bantu kabalangilizya 	16	10821	Female	toi	221207-144416_toi_b9a_elicit_0.wav
mwami wakakatazigwa kuti naa cakali kwaamba nzi eci 	16	4628	Female	toi	221228-144729_toi_b9a_elicit_18.wav
kuti izina lyangu azina lyamatata abrahamu a izaka likalilile mulimbabo 	16	6715	Female	toi	221230-145947_toi_b9a_elicit_6.wav
kabunga kabantu bajisi myaaka yakuzyalwa yiindene indene balikkede mumbali amugwagwa kabalindila mumulaini 	16	10118	Female	toi	221205-151510_toi_b9a_elicit_7.wav
chifotolo chamunsi chitondezya mwalumi ujisi susu lilamfu ulakuma banjo lya magesi lisalala 	16	8643	Female	toi	221207-211353_toi_b9a_elicit_13.wav
kanunga kabamalumi badekede balakulya akantini 	16	5354	Female	toi	221207-181110_toi_b9a_elicit_1.wav
ono mebo inga ndakubula ncezyi 	16	3539	Female	toi	221203-191722_toi_ee8_elicit_16.wav
mubwa wamubala wamungunga waji amubwa wamubala usiya autuba balazuza mutombe 	16	6352	Female	toi	221230-122753_toi_b9a_elicit_11.wav
zibunge kuti balye pele kabatana kulala bantu bamunzi nkokuti bantu ba sodoma boonse 	16	10731	Female	toi	220929-200958_toi_97d_elicit_5.wav
mulombwana sikudwaya usamide sikipa yamungunga waji uli mumayuwe muzyiba abboodi yakwe iituba 	16	8961	Female	toi	221213-100518_toi_b9a_elicit_9.wav
musimbi uusamide sikipa acibbudula ulasobana mumayuwe alwizyi 	16	6352	Female	toi	221205-133657_toi_b9a_elicit_9.wav
elyo bakatumina josefa mulazyo wakuti uso naatakalina kufwa wakalailila kuti 	16	6420	Female	toi	221230-144601_toi_b9a_elicit_22.wav
makulo ali mbuli ibbwe liyandika mumeso aayooyo uuajisi kufumbwa nkwajokela ulajana coolwe 	16	8870	Female	toi	221214-081355_toi_b9a_elicit_5.wav
cakali kwiile kubee ncaano mbuli caba mwaaba a sulwe pesi kacili masimpe a nguni unga tasyomi 	16	8870	Female	toi	221228-185504_toi_b9a_elicit_11.wav
kakuli mwaalumi umwi uujisi nzyeete yacikambwe ulabalanga kunze kwabo 	16	6080	Female	toi	221212-093944_toi_b9a_elicit_1.wav
kumyaka iili myanda iili musanu aitatu alimwi wakazyala bana balombe abasimbi 	16	7781	Female	toi	221228-200327_toi_b9a_elicit_11.wav
alo eci cilikasimpe nkaambo kumatalikilo aamwezi oyu kuli mazuba ali cisanu mwaatatu aajisi guwo linji alimwi amakumbi avumba izuba mane kusikila kukumana kwamazuba ayo 	16	20940	Female	toi	220903-234119_toi_707_elicit_47.wav
bamaalumi botatwe bakkede mu ofesi omwe ulimvwi alimwi kajisi angoma 	16	5195	Female	toi	221213-105245_toi_b9a_elicit_16.wav
mwaalumi ooyu uusamide kalukwe kafwwawi uubamba cibumbwa cipati camuseenga kakuli balumi bobilo babbilide mumuseenga baleebelela munsi mwa ambulela yacikambwe 	16	15699	Female	toi	221213-100518_toi_b9a_elicit_14.wav
mwaalumi uula bbanjo ujisi maikulofooni mujanza lyomwe alimwi katandabika janza limwi 	16	8621	Female	toi	221213-112914_toi_b9a_elicit_11.wav
mulombwana ucita tiliki acinga mujulu 	16	3516	Female	toi	221213-111359_toi_b9a_elicit_6.wav
uulekelela mulandu ulayandaula luyando pele oyo uuindulula makani ulapambukanya bayanduna 	16	11910	Female	toi	221214-081355_toi_b9a_elicit_6.wav
nkamu yabantu baimvwi kunze kwa mootokala mucisi 	16	5150	Female	toi	221213-085747_toi_b9a_elicit_24.wav
bana basimbi bobilo balaa masusu mabotu basamide zyipoompo balikkede amoota wamubala uusubila uutegwa atv 	16	9120	Female	toi	221205-212020_toi_b9a_elicit_22.wav
musankwa mukubusi usobanya cisobanyo camavwili abbwe azitantilo zya n ganda 	16	6579	Female	toi	221213-112404_toi_b9a_elicit_14.wav
basa inga kamutubula tobananyoko 	16	3403	Female	toi	221203-172224_toi_ee8_elicit_11.wav
bakati ambweni josefa ulatusula akutuboozezya bubi boonse mbutwakamucitila 	16	6602	Female	toi	221230-144601_toi_b9a_elicit_21.wav
mukaintu uusiya ulanganya mwana uusunila uusobana mukagoti kazwide tubbola twa pulasitiki 	16	8734	Female	toi	221213-100518_toi_b9a_elicit_17.wav
babo banamalelo akaambo kamukaintu mupya 	16	4015	Male	toi	220829-123454_toi_0ae_elicit_30.wav
kakuli mwana musankwa uusamide sikipa iituba abulukwe bwa jiini uuya buselemuka 	16	6034	Female	toi	221212-145541_toi_b9a_elicit_12.wav
kabaunga kabantu balakula zintu ku musika wa ci asian wa munzila 	16	6352	Female	toi	221210-165135_toi_b9a_elicit_7.wav
majwi aakulisumpula taelede mufubafuba amilomo yakubeja tiielede mwami 	16	8212	Female	toi	221214-081355_toi_b9a_elicit_4.wav
ino cakamukatazya obu mbwaakali kufwidilila biya kuli 	16	5104	Female	toi	221228-130305_toi_b9a_elicit_33.wav
basimbi bali bone balikked kababamba njili zipentedwe 	16	4197	Female	toi	221210-143625_toi_b9a_elicit_14.wav
bakamuvwiila kuti mulanda wako wiseesu uli kabotu ucipona elyo bakasintama bakotama 	16	7441	Female	toi	221230-204223_toi_b9a_elicit_40.wav
nakalindu uusamide sikipa yacisombo alimwi akatambala kamumutweka nkwihyi kwihyi ulimvwi munsi munsi asyookwe 	16	9415	Female	toi	221212-151620_toi_b9a_elicit_25.wav
musankwa uusamide sikipa yamubala wacikambwe ulamweta mweta mbuli mbwakkala kumwi kajisi cidooli cisubila 	16	11933	Female	toi	221205-142705_toi_b9a_elicit_5.wav
tozyi sena kuti kuti kwaba caba kumukaintu wako inga bakutola kunkuta 	16	8144	Female	toi	221228-124509_toi_b9a_elicit_20.wav
mulukwakwa wans anda yokwa haatimba kwaka bbuka amulyango walukwakwa 	16	8031	Female	toi	221228-184203_toi_b9a_elicit_4.wav
muntu omwe omwe uukwete ulayanda kuba abasune bakulimya ampwizi zyakukama 	16	11275	Female	toi	220912-145955_toi_707_elicit_17.wav
ndimugwasye acisya mwapenga nzi wakabuzya naakacenguluka kuti balangane amupulisa ovu 	16	13476	Male	toi	220912-165131_toi_97d_elicit_32.wav
lwando wakapukunya biyo mutwe mumoyo wakali 	16	3675	Female	toi	221228-104522_toi_b9a_elicit_44.wav
mwana musimbi ulasotoka kuzwa acibumbili casamende kumwi maanza amaulu kaali mujulu atalaa mutwe wakwe 	16	9097	Female	toi	221205-204405_toi_b9a_elicit_22.wav
mubwa uusiya siya alimwi kuutuba wasotooka musemu wamabala aasubila mungunga waji alimwi auutuba 	16	11026	Female	toi	221212-150524_toi_b9a_elicit_23.wav
mukaintu naakwatwa kwatwa ulayandwa kapati kumulumi 	16	3698	Male	toi	220829-123454_toi_0ae_elicit_31.wav
mwabula coolwe ba dakuungila baiaa mulimo mupati ngobacita 	16	9551	Male	toi	220912-160501_toi_97d_elicit_33.wav
mukaintu mu pati usamide delesi li siya ulinwvi anze a mulyango kajisi cinkwa 	16	5422	Female	toi	221210-175557_toi_b9a_elicit_1.wav
nkaabona kaligwa ulabona kamwi walya kamwi nkuvwunga mumulembo nkutolela bana kunanda 	16	7623	Male	toi	220824-212101_toi_0ae_elicit_32.wav
bacibila tabali musyobo muyumu pele balayaka maanda aabo akati kamandomba 	16	11434	Male	toi	220916-171743_toi_97d_elicit_24.wav
lino labani katawo kainkide kuku gela imbelele zyakwe nkabela rakele wakabba zimpangaliko zyawisi 	16	11820	Female	toi	221230-210020_toi_b9a_elicit_36.wav
munsyundu ulijisi bana basimbi bobile balati kopa kopa nkozili zintu zyotatwe zitakuti 	16	12999	Male	toi	220916-171743_toi_97d_elicit_14.wav
sena kuli muntu upwaya caali nsuwa yakwe watasondoka 	16	3357	Male	toi	220829-115108_toi_0ae_elicit_20.wav
ndizyi kuti aawo mpobede wakomena ndizyi kuti ulaa lubazu iwakulisalila musankwa ngoyanda 	16	8870	Female	toi	221228-095833_toi_b9a_elicit_12.wav
apanga lyamabekabeka ilyakali kuyumbana koonse koonse kusinkila inzila yamusamu wabuumi 	16	12069	Female	toi	221228-194723_toi_b9a_elicit_22.wav
basimubweza twaambo abalo bakayimina amulyango kumubweza zifwanikiso 	16	7305	Female	toi	221228-162240_toi_b9a_elicit_30.wav
lino izaka wakakala ku gerari nkabela bantu bakooko nibakamubuzya makani 	16	6261	Female	toi	221230-114451_toi_b9a_elicit_11.wav
mwaalumi uujisi magilazi alimwi uusamide sikipa yakucisi caku hawaii ulimvwi munsi munsi amubwa 	16	8780	Female	toi	221212-093944_toi_b9a_elicit_0.wav
kukonka akati kesu swebo ayebo atutangane ayebo cizuminano kosyomezya kuti 	16	8349	Female	toi	221230-114451_toi_b9a_elicit_43.wav
mwana musyoonto uzingulukidwe meenda atapauka kumwi makumbi kayimpauka mujulu atalaa mulundu 	16	11842	Female	toi	221205-164321_toi_b9a_elicit_26.wav
ncibotu kukala munyika yacimpayuma kwiinda kuba amwanakazi silubweko 	16	7986	Female	toi	221214-084847_toi_b9a_elicit_23.wav
mpawo wakabamba cikobela cakwe kulinguwe mane simalelo wakwe asike kung anda 	16	8371	Male	toi	221011-180320_toi_308_elicit_3.wav
mwalumi amukaintu uubikkide kabbeeke agwezyo baleenda akati kambunga 	16	7759	Female	toi	221205-210659_toi_b9a_elicit_20.wav
inzila mu dolopo a mota ainvwi munsi munsi a bantu kabenda a kuswagana a ciyake cimwi 	16	8122	Female	toi	221210-175557_toi_b9a_elicit_2.wav
koamba omukalima waakuleta akutyani sunu 	16	3924	Male	toi	220824-212101_toi_0ae_elicit_46.wav
ambeyo kaambo aka ndaali kukayeeya lyoonse sunu nkabela wakaunka 	16	5218	Male	toi	220829-121443_toi_0ae_elicit_36.wav
caalama wakasoka kuwayawaya amane wakamupa bbodela lyabukoko 	16	5513	Female	toi	221228-181007_toi_b9a_elicit_18.wav
kakulenga muntu wakapenga mumoyo wakwe nkabela jehova wakaamba kuti bantu 	16	8734	Female	toi	220904-182522_toi_0ae_elicit_15.wav
eclyo naakaakusika kumbele wakabbukila amunzi wabantu 	16	3108	Male	toi	220825-172540_toi_0ae_elicit_5.wav
mwalumi usamide cisani cituba ajiini lya cikambwe ujisini mbobokoko a kana kasimbi kasamide delesi lya cikambwe a ngowani ya mungungawaji kabayabuyabwenda munzila 	16	12999	Female	toi	221210-142024_toi_b9a_elicit_28.wav
musankwa unenede uli a kutijana kuzyunguluka a bwizu musule a ma dangamwa 	16	6193	Female	toi	221210-175557_toi_b9a_elicit_0.wav
kantini kajisi milyango yobile ibileka alimwi kenzyo kabalema kayamikidwe a tefule 	16	10073	Female	toi	221207-181110_toi_b9a_elicit_19.wav
mubwa mupati usiya siya ulakusola kujata kabwa kashonto musule 	16	5376	Female	toi	221210-183518_toi_b9a_elicit_17.wav
muntu mutengwana uuenda cakululama mubotu kwiinda muntu uupilingene kukwaamba mufubafuba 	16	7917	Female	toi	221214-082558_toi_b9a_elicit_0.wav
pele musongo ulabukasya akubutontozya na mweendelezi waswiilila makani aalweeno 	16	15677	Male	toi	220916-164149_toi_97d_elicit_32.wav
ndisicinswe aboobo ndayuba wakati ino ngwani wakakulwiida kuti uli sicinswe sa walya 	16	12251	Female	toi	221228-193637_toi_b9a_elicit_49.wav
mwana musankwa watozya busyu kuwa mubwizu naalikusobana bbola yamaulu 	16	7940	Female	toi	221205-204405_toi_b9a_elicit_15.wav
wakalikoona abeenzinyina bobilo antoomwe bana bakalikukkala moomu mung anda bakali kkumi antoomwe aba cissy alimwi abalumi babo babwa botatwe kakkiti alimwi kaaze alimwi ampongo yomwe ncembele 	16	20804	Female	toi	220907-085934_toi_707_elicit_3.wav
mwalumi watondezya bumwi kubusyu bwakwe kajisi mwana a chamba cakwe 	16	7146	Female	toi	221210-144827_toi_b9a_elicit_20.wav
nkombo mpaakakkede ntayipi yakali kuvwuuma kablibi wakali kuyanda kuti amanizye ncaakali kulemba kutegwa 	16	10277	Female	toi	221228-162240_toi_b9a_elicit_39.wav
basankwa bone musimbi omwe kawwumbu wakali zyede alimwi basimbi bobilo bapati ba caalama 	16	9006	Female	toi	221228-095833_toi_b9a_elicit_31.wav
mwaalunmi uusamide sikipa isubila subila yamyeengu myeengu ujisi cimmwi cintu camubala wacikambwe 	16	7827	Female	toi	221205-153008_toi_b9a_elicit_20.wav
abana ba hamu mbaaba kusi a mizraimu a puti a kanana abana ba kusi mbaaba seba 	16	14928	Female	toi	220904-192446_toi_0ae_elicit_17.wav
tebule iizude zyakulya mitiba mafoloko zipeni munyo alimwi atwakusansila sautu uusiya 	16	10980	Female	toi	221212-131327_toi_b9a_elicit_3.wav
bantu botatwe balikkede atabule anze kumbele amayake apentedwe mbuli union jack 	16	8712	Female	toi	221205-203343_toi_b9a_elicit_5.wav
taakwe uumwaampa uutajisi mulandu 	16	3834	Female	toi	221213-121824_toi_b9a_elicit_23.wav
nee kondisiya biyo mung anda mebo wakavwilla haatimba kumwi kalangilila bakombwe 	16	7101	Female	toi	221228-093456_toi_b9a_elicit_43.wav
mbwaakasikila kung anda yakwe wakaindilila kutila tukoko munkomeki 	16	6851	Female	toi	221228-162240_toi_b9a_elicit_31.wav
kuli bamakaintu botatwe bali muka n ganda kapentedwe mubala wamungunga waji balikkede atebule cakukkomana kumwi kabasobana acisobano cama kkaadi 	16	12296	Female	toi	221212-093944_toi_b9a_elicit_11.wav
bukali bulayoosya lunyemo lulakataazya pele ibbivwe ngwani uukonzya kwiima kulindilyo 	16	9006	Female	toi	221214-095919_toi_b9a_elicit_12.wav
musimbi mukubusyi ulikkede a cuuno kunkomwe kabikkide matende aakwe mumuseenga kumwi kabala bbuku 	16	9801	Female	toi	221205-151510_toi_b9a_elicit_17.wav
muzyali mupati uusalala uleenda amwanaakwe musankwa ujisi nketani ykucibbeke ciboneka mbuli mubwa 	16	9438	Female	toi	221212-093944_toi_b9a_elicit_12.wav
mukaintu uula masusu aatuba tuba uusamide sikipa iisiya ulimvwi kunze kwa kutambulilwa mali 	16	9415	Female	toi	221212-144505_toi_b9a_elicit_23.wav
basimbi bosanwe amusankwa omwe basamide zyisani zyakuyaambya boonse kabayanda kusotokela muzyiba antoomwe 	16	11298	Female	toi	221205-142705_toi_b9a_elicit_30.wav
