sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
mwalumi usamide kasani kakujisya ulakumweta naguma guma cimbuwa cilakukangwa a kawaya kasyonto 	16	10527	Female	toi	221210-160137_toi_b9a_elicit_22.wav
lino tuyoojana zintu ziyandika akuzuzya maanda esu imbono waala ciselo cako munkamu yesu 	16	10300	Female	toi	221213-113324_toi_b9a_elicit_11.wav
bantu btatwe balinvwi a manela a tala akuzwida mung anda 	16	4741	Female	toi	221210-150640_toi_b9a_elicit_14.wav
bakati koswiilila mwami ncobeni twakeza mulweendo lutaanzi kuzoosunza zilyo 	16	8643	Female	toi	221230-204223_toi_b9a_elicit_31.wav
kali mulemu kwiinda basing anda boonse bawisi aboobo hamori amwanaakwe sekemu bakasika kumulyango wamunzi wabo bakaambila bantu bamumunzi wabo kuti 	16	18717	Male	toi	221011-160540_toi_308_elicit_34.wav
ncecimwi cinga capa bantu kuti bafwambaane kukwatana kutegwa basisikizye da 	16	7191	Female	toi	221228-104522_toi_b9a_elicit_1.wav
kukupandulwida kambyaaka ndakwaambila kamwi kaano 	16	2972	Male	toi	220825-174423_toi_0ae_elicit_23.wav
mubwa utandanya mubwa uumbi ujisi kasamu mumulomo 	16	4197	Female	toi	221213-093545_toi_b9a_elicit_15.wav
mung anda ilida ya roppolo pizzeria ilijukide masiku akupa bantu cakulya 	16	6602	Female	toi	221205-215917_toi_b9a_elicit_8.wav
mvuumina masaka mateyo ali beenda 	16	3357	Female	toi	221203-172224_toi_ee8_elicit_6.wav
ulatangala ulamubungika nobeenzinyina 	16	2949	Male	toi	220829-113431_toi_0ae_elicit_49.wav
caalama wakalimvwa bubi wamvwa wayoowa cakamunyandya mbwaakazyi kutalika kuyoowa 	16	8802	Female	toi	221228-183113_toi_b9a_elicit_46.wav
nyika yabapaizi luzutu taakwe naakaiula nkaambo bapaizi bakalipedwe caabilo kuzwa kuli farao 	16	8984	Female	toi	221230-151632_toi_b9a_elicit_21.wav
nkabela hamori wisi sekemu wakainka kuli jakobo kuyooambaula awe 	16	8122	Male	toi	221011-160540_toi_308_elicit_18.wav
nitwakali kunywa bukoko amwi amunzi kwakainda 	16	4038	Male	toi	220829-123454_toi_0ae_elicit_35.wav
pele mutengwana uucenjede ulamvwisya mbwabede na baluleme bazunda bulemu bulavula 	16	12773	Male	toi	220916-164149_toi_97d_elicit_5.wav
kulibombya akuyoowa jehova kulaleta buvubi abulemu abuumi 	16	11956	Male	toi	220916-174104_toi_97d_elicit_14.wav
aawa ndamvwa kuti musilisi nguhaatwaakwe aboobo utakamunyonganyi 	16	9596	Female	toi	221228-155549_toi_b9a_elicit_4.wav
miyeeyo yabaluleme niabulemu pele makanze aabasizibi ngalweeno 	16	7441	Female	toi	221213-151941_toi_b9a_elicit_0.wav
bamakaintu banenede bobilo balakumweta omwe akati kabo ujisi cifotozyo cakuti balifotole 	16	7305	Female	toi	221210-165717_toi_b9a_elicit_5.wav
uta sampuli mweenzu notamuzyi notamuzyi nkwazwa 	16	3630	Male	toi	220829-210823_toi_0ae_elicit_15.wav
mulombwana ulikkede a tefule kauma ma kasi a mukaintu mupati 	16	6329	Female	toi	221210-150640_toi_b9a_elicit_22.wav
amulilo uutakuti liso lisampaula wisi litalemeki banyina liyoononkolwa kulibacikwangala bakukalonga 	16	20668	Male	toi	220916-171743_toi_97d_elicit_16.wav
ti ncobaamba kuti loololesya sokwe walautyola mucila 	16	3017	Male	toi	220829-210823_toi_0ae_elicit_38.wav
meso aa jehova alalanga luzibo pele ulanyonyoona majwi aabasilweeno 	16	11933	Male	toi	220916-174104_toi_97d_elicit_22.wav
wakafwa iyoolokwa 	16	1406	Male	toi	220829-123454_toi_0ae_elicit_6.wav
ino webo wakacilekela nzi kuti cicitike haatimba kayi taku mbundakali kukonzya kucigwasya 	16	9075	Female	toi	221228-145629_toi_b9a_elicit_24.wav
nkabela yakamwaambila kuti 	16	1678	Male	toi	220829-121443_toi_0ae_elicit_11.wav
nkabela bakali kulya caabilo cabo farao ncaakabapa aboobo teebakauzya nyika yabo 	16	7940	Female	toi	221230-151632_toi_b9a_elicit_22.wav
mwalumi wakwazumuna manza akwe kajisi a panga lyasinkondo kukwanza kwake kwa lulyo elyo a bantu bonse musyule lyakwe bacita oobo 	16	14134	Female	toi	221207-182835_toi_b9a_elicit_14.wav
mupati wati mwanaangu wakavuwa kuti mpondi wakati bona ndacemaala nsizi 	16	9143	Female	toi	221230-113547_toi_b9a_elicit_4.wav
naakabona kuti bana bakwe bakakkede kabotu mumaanda aabo mudaala wakabaa ntunda 	16	9574	Female	toi	221228-095833_toi_b9a_elicit_44.wav
antela misamu miyumu akusiba mulosi kwita nsolo 	16	4265	Male	toi	220829-121211_toi_0ae_elicit_5.wav
buzuba bwalufu lwangu na buyooba lili lino bweza zivwimyo zyako inkomo yako abuta 	16	9460	Female	toi	221230-113547_toi_b9a_elicit_5.wav
boonse bamisyobo yoonse takukooyoosika limbi maanzi aazambangulwe kuzoovwinyauna 	16	10390	Female	toi	220904-190848_toi_0ae_elicit_44.wav
wakajalula cijazyo cazyuli wasama nzyete yakwe alimwi wacenka mulimo wakwe kamamanino 	16	15540	Male	toi	220912-165131_toi_97d_elicit_14.wav
alimwi amwaalumi uusamide cisoti ciyumu cituba alimwi amabbusu akubelesya mukati mwa tilaki 	16	8122	Female	toi	221213-112914_toi_b9a_elicit_5.wav
alimwi kiipentedwe penti yacisikili kubwaanda kusyule 	16	3947	Female	toi	221213-104742_toi_b9a_elicit_22.wav
leka mubusongo bwako imbono zyabonwa buyo zilamana ndilyonya zilalicitila mababa 	16	15563	Male	toi	220916-174104_toi_97d_elicit_38.wav
misamu yoonse yamumuunda elyo mwanakazi wakaambila inzoka kuti micelo yamisamu 	16	7033	Female	toi	221228-193637_toi_b9a_elicit_38.wav
uululeme takooyoosunzululwa lyoonse pele basizibi tabakooyookala munyika 	16	10821	Female	toi	221213-134611_toi_b9a_elicit_13.wav
nkamumpati yabana basamide nyanzabili bala mweta mweta kumwi baliimvwi a cikolo ca pulaimali 	16	8462	Female	toi	221210-184833_toi_b9a_elicit_24.wav
antela webo tonabubona budima mpobuzyaninwa 	16	3244	Male	toi	220829-123454_toi_0ae_elicit_14.wav
bana basankwa bobilo basamide zyisani zyisiya baloba nswi kumwi uusamide zyisani zyacikambwe ulalangilizya 	16	12160	Female	toi	221205-133657_toi_b9a_elicit_18.wav
watusabila kobikkilila muya wako kutegwa ubelesye ndatalika kukubeleka wakatyokezya haamwaandwe 	16	14520	Male	toi	220912-160501_toi_97d_elicit_13.wav
kankala kachikuwa kamushobo utuba alimwi a nkwiki nkwiki kalasubana a kankala kambi kala masusu abbulungene kamushobo utuba 	16	13862	Female	toi	221207-175250_toi_b9a_elicit_8.wav
kumicelo yamulomo wakwe muntu ulalya zibotu pele moyo wasilweeno ulalya lunyonyongano 	16	8643	Female	toi	221213-151941_toi_b9a_elicit_25.wav
lizibe ncolyaamba alimwi cite ncolikwaambila uzi kuba muntu 	16	5240	Female	toi	220912-144621_toi_707_elicit_26.wav
abrahamu mbwaakakombela sodoma 	16	3698	Female	toi	220927-213329_toi_97d_elicit_20.wav
mpawo wakainka wazibweza wazileta kulibanyina nkabela banyina bakajika nyama 	16	7509	Female	toi	221230-113547_toi_b9a_elicit_19.wav
musilikali ulibonywa kabotu kapati kajisi a zilwanywo alimwi a mpolompolo ukede atala a moota yabasilikale 	16	10300	Female	toi	221207-174147_toi_b9a_elicit_0.wav
musimbi mukubusyi ulikkede a cuuno kunkomwe kabikkide matende aakwe mumuseenga kumwi kabala bbuku 	16	9801	Female	toi	221205-151510_toi_b9a_elicit_17.wav
pele jakobo wakaya ku sukoti waakuliyakila ing anda azyalo ing ombe zyakwe wakaziyakila zibaya nciceeco oku kuntu ncikuulikidwe izina lya sukoti 	16	17287	Male	toi	221011-160540_toi_308_elicit_8.wav
muntu mutengwana uuenda cakululama mubotu kwiinda muntu muvubi uupilingene 	16	11003	Male	toi	220912-191425_toi_97d_elicit_49.wav
mwana umweta mweta kumwi kajisi kankuli kumwi katyanka tyanka ka limooti 	16	6511	Female	toi	221212-150524_toi_b9a_elicit_14.wav
sena muli hamwaandwe wakalanga mupulisa wakaimvwi munsi aakandukunduku kakwe ajeneeno 	16	11230	Female	toi	221214-103945_toi_b9a_elicit_7.wav
bwaacita babaya bantu kuli basinswi 	16	2382	Male	toi	220829-210823_toi_0ae_elicit_19.wav
mwanamusimbi musyonto ulakwambaula a luwaile kakede mung anda yakuizizya 	16	6012	Female	toi	221207-173408_toi_b9a_elicit_25.wav
amuzyalisye muvule muzuzye nyika akwiibombya amweendelezye inswi zyamulwizi 	16	9369	Female	toi	221228-192906_toi_b9a_elicit_21.wav
ulazapula mbuli cipile meso aako alabona zintu ziyoosya amoyo wako ulaamba makani aapilingene 	16	14928	Male	toi	220916-181440_toi_97d_elicit_9.wav
ncobeni wakaleya akulomba meenda 	16	1996	Male	toi	220825-172540_toi_0ae_elicit_12.wav
ciyuni cipati ciituba cavwuumukila kutala ameenda 	16	6102	Female	toi	221212-093944_toi_b9a_elicit_19.wav
nokuba kuti yakamanide kale wakali kupala 	16	2563	Male	toi	220829-210823_toi_0ae_elicit_33.wav
mwami wakakatazigwa kuti naa cakali kwaamba nzi eci 	16	4628	Female	toi	221228-144729_toi_b9a_elicit_18.wav
ngowani iituba alimwi amabbusu aatuba ufwusa kabbola kasobana cisobano cabbola iitw kuti tennis 	16	9823	Female	toi	221213-104257_toi_b9a_elicit_22.wav
bana banji banji balikkede a tefule mponya kana kasankwa kasamide cibaki cisalala kalanga ku cifotozyo 	16	10141	Female	toi	221207-142348_toi_b9a_elicit_2.wav
imbelele zyakali kuminta kunembo lyanti aboobo zyakazyala zili abusaasa azili amyambo azili amabala mabala 	16	10209	Female	toi	221230-210020_toi_b9a_elicit_6.wav
nkabela mazuba aabuumi bwa izaka akasika kumwanda amakumi aali musanu aatatu 	16	11321	Male	toi	221011-163041_toi_308_elicit_33.wav
bukali bulayoosya lunyemo lulakataazya pele ibbivwe ngwani uukonzya kwiima kulindilyo 	16	9006	Female	toi	221214-095919_toi_b9a_elicit_12.wav
mwana musankwa utola lubazu mukutondezya zyintu 	16	5603	Female	toi	221205-204405_toi_b9a_elicit_7.wav
aasalala 	16	2019	Female	toi	220929-202615_toi_97d_elicit_21.wav
babo banamalelo akaambo kamukaintu mupya 	16	4015	Male	toi	220829-123454_toi_0ae_elicit_30.wav
mu nineteen seventy two ndakazyi kutalika kumvwa twaambo tunjitunji anguwe 	16	6783	Female	toi	221228-131959_toi_b9a_elicit_12.wav
mwaalumi uusamide zisani zisyoonto ulasotooka ancinga iisubila 	16	4719	Female	toi	221212-125952_toi_b9a_elicit_1.wav
mwana musankwa uuboneka mbuti ula myaka fwuka na kkumi uzela nswi mukalonga 	16	8167	Female	toi	221213-095629_toi_b9a_elicit_26.wav
uusampaula mweenzinyina ngusizibi pele uli acoolwe uufwida bacete luzyalo 	16	8507	Female	toi	221213-153842_toi_b9a_elicit_18.wav
mutengwana uupenzya mucetenyina uli mbuli imvula yamucobocobo litapi zilyo 	16	9778	Female	toi	221214-095919_toi_b9a_elicit_34.wav
nkabela yakajwa pepe lyomwe yakabika mucisuwo 	16	4741	Male	toi	220829-121443_toi_0ae_elicit_16.wav
elyo kaini wakaswanana amukaakwe nkabela wakaminta wazyala enoki alimwi 	16	7532	Female	toi	221228-194723_toi_b9a_elicit_45.wav
mulombwana uujisi sikipa iituba amukaintu uusamide delesi baleenda cakuselemuka mumugwagwa wabulongo antoomwe kabajatene maanza 	16	10572	Female	toi	221213-103711_toi_b9a_elicit_15.wav
muusimbi ulaa masusu malamfwu asiys siya avwumbide vwumbide kumeso ubikkide kuboko acamba 	16	9188	Female	toi	221205-204405_toi_b9a_elicit_1.wav
babungike zilyo zyoonse zyamyaka eyi mibotu iiti sike balondole maila mumaanza aa farao kuti kube zilyo muminzi babike kumbali 	16	11956	Male	toi	221011-181531_toi_308_elicit_30.wav
muuwo wakunyika ulaleta imvula lulimi luvwiya lulaleta busyu bukali kukala acooko calululi lwang anda nkubotu 	16	20078	Male	toi	220916-181440_toi_97d_elicit_34.wav
mubwa mupati ulabalika mubwizu kajisi ntambo kumulomo 	16	4265	Female	toi	221212-092637_toi_b9a_elicit_0.wav
bana a ba manyina balikkede mumbali a kana kasimbi kasamide cisani ca nkwiki nkwiki kainvwi 	16	7214	Female	toi	221210-175557_toi_b9a_elicit_17.wav
wakaleta mulandu mupati but kumwami kalenganzubo ncaatakali kumana mapena kuli neuwe 	16	11752	Female	toi	221228-180049_toi_b9a_elicit_35.wav
wakayandaula pepa lyakulembela mpaakali kulemba lugwalo akutalika nomuyandwa nobabetesi 	16	14520	Male	toi	220912-174208_toi_97d_elicit_6.wav
basimbi bobilo balikkede mumabazu aayindene atebule yazintu zyakubamba bamba amabbuku 	16	6602	Female	toi	221212-130445_toi_b9a_elicit_18.wav
muntu utanta mulundu mulamfwu uupapalete kumwi kajilisidi ntambo yakulikwabilizya 	16	8144	Female	toi	221230-123721_toi_b9a_elicit_47.wav
ngu hidekeli ngonguwo uutola kujwe ku asuri amulonga wane ngu firate lino jehova 	16	9710	Female	toi	221228-193637_toi_b9a_elicit_17.wav
nkaambo mulinguwo mobuzwa buumi sowa majwi aapilingene kwaamba kutaluleme kube kule kulinduwe 	16	8757	Female	toi	221213-115557_toi_b9a_elicit_17.wav
bantu bobilo balabeleka omwe ulapima mpoona umbi ulalangilizya 	16	7759	Female	toi	221205-160542_toi_b9a_elicit_7.wav
wakati ndime leza leza wauso utayoowi kwiinka ku egepita nkaambo njoocita kuti ukabe musyobo mupati nkuko 	16	8689	Female	toi	221230-160247_toi_b9a_elicit_24.wav
liya nobwau mbulala busiku mwayeeya musinzo pesi nokuba inga 	16	4877	Male	toi	220829-113431_toi_0ae_elicit_44.wav
banyina mubekwabekwa mbobakali kucita kuti mubekwabekwa katakwe bulemu 	16	5172	Female	toi	221205-183240_toi_ee8_elicit_9.wav
bana bobile balakusobana a moota wakusobanisya munzila a muntu mupati omwe 	16	7532	Female	toi	221207-211353_toi_b9a_elicit_14.wav
akukasibika kuti bazikufume kulisya bana buntu 	16	2881	Male	toi	220829-121443_toi_0ae_elicit_44.wav
aboobo josefa wakali kuya bweendeenda munyika yoonse ya egepita 	16	6624	Male	toi	221011-181531_toi_308_elicit_44.wav
nkabela kusi wakazyala nimrodi ngonguwe iwakataanguna kuba mwaalumi sintaze ansi 	16	10958	Female	toi	220904-192446_toi_0ae_elicit_19.wav
mbuli kaaka tunji tunji bakabelesya liciswa mwana 	16	5059	Male	toi	220824-212101_toi_0ae_elicit_3.wav
mwaalumi amukaintu basasamide basyaamankwamubakumbatana kupobwe yaanze 	16	7940	Female	toi	221212-151620_toi_b9a_elicit_2.wav
mukaintu uusiya ulanganya mwana uusunila uusobana mukagoti kazwide tubbola twa pulasitiki 	16	8734	Female	toi	221213-100518_toi_b9a_elicit_17.wav
alimwi wakamusamika zyakusama zyabuluba akubika munkonde wangolida munsingo yakwe 	16	12342	Male	toi	221011-181531_toi_308_elicit_38.wav
mwanamusyoonto amukubusyi baosedwe masusu balikkede a cuuno 	16	7577	Female	toi	221205-124826_toi_b9a_elicit_12.wav
mucibona aakale bakombwe banji balwana okuno nkoamba boobo ndayeeya cindi nindakacili mwana 	16	11071	Female	toi	221228-093456_toi_b9a_elicit_45.wav
mpawo kwakasika mulobosi walwiida abramu mu hebrayo iwakakede kumibanga 	16	9914	Female	toi	220927-204620_toi_97d_elicit_20.wav
israyeli kayandisya josefa kwiinda bana bakwe boonse nkaambo kali mwana wabucembele bwakwe nkabela wakamucitila ijansi lili amaboko 	16	16108	Male	toi	221011-163041_toi_308_elicit_49.wav
pal nyama yananga itontola siko nakarmila zeeze 	16	5626	Female	toi	221214-101722_toi_b9a_elicit_14.wav
mwaalumi uusamide jansi iisiya bulukwe anzyeete iikasaala alimwi kali amwana aakwe musimbi bala sobana mpobasowela dooti 	16	11343	Female	toi	221212-124432_toi_b9a_elicit_8.wav
nkamu yabantu baimvwi kunze kwa mootokala mucisi 	16	5150	Female	toi	221213-085747_toi_b9a_elicit_24.wav
cidada cipati ciyuunya mababa mbuli mbocizwa mumeenda 	16	5422	Female	toi	221212-125046_toi_b9a_elicit_41.wav
wakaa kukkala acuuno ciseyamwa akutalika kuyeeya haadunka 	16	7486	Female	toi	221228-130305_toi_b9a_elicit_9.wav
musimbi uusamide bbikkini uleenda kumnkomwe kuli museenga mpoona amakumbi alalibonya 	16	7713	Female	toi	221207-150000_toi_b9a_elicit_9.wav
nkaambo tatuzyi kabotu lyoonse mbotuteende 	16	2699	Male	toi	220825-180654_toi_0ae_elicit_8.wav
mbwaakasikila kung anda yakwe wakaindilila kutila tukoko munkomeki 	16	6851	Female	toi	221228-162240_toi_b9a_elicit_31.wav
balatongooka kapati kukaambo kakuti nsesalede 	16	4945	Female	toi	221228-181007_toi_b9a_elicit_34.wav
alimwi atutangane buzwalani bwalukwatano kuti mutupe bana banu basimbi anywebo mutole bana besu basimbi 	16	14179	Male	toi	221011-160540_toi_308_elicit_23.wav
aalo meso aamuntu taakuti cuumpilo ncansiliva ceengelo ncangolida pele muntu ulasunkwa kumpuwo yakwe 	16	19896	Male	toi	220912-191425_toi_97d_elicit_38.wav
nkaambo mupati wakwe wakafwa lino wasyaala alike na wasikilwa bubi mulweendo ndomutola muyooselusya imvwi zyangu cabuusu mukabanda 	16	12659	Female	toi	221230-204223_toi_b9a_elicit_6.wav
lwando wakapukunya biyo mutwe mumoyo wakali 	16	3675	Female	toi	221228-104522_toi_b9a_elicit_44.wav
ino baya kundikwanga baya kubona baya kundilisya bula bwasulwe kuti batakapandululi kabotu 	16	11865	Female	toi	221228-104522_toi_b9a_elicit_3.wav
koula busongo alulayo abupampu wisi mululami ulasekelela loko uuzyala musongo ulajana kukondwa mulinguwe 	16	12931	Female	toi	221214-090248_toi_b9a_elicit_24.wav
mukaintu uusiya amukaintu mukuwa kusanganya abamakuwa basankwa botatwe basamide zyisiya kabali kumbele amatantilong anda mpoona bantu banji balikkede 	16	14202	Female	toi	221205-142705_toi_b9a_elicit_24.wav
kabunga ka ba malumi bo tatwe bonse kabasamide ma jiini balakwenda mukazila 	16	6307	Female	toi	221210-142024_toi_b9a_elicit_6.wav
bakanjila mumootokala ookwa haatimba balupa maulu bamadaala yatuba ilya kumaanda aabo 	16	9097	Female	toi	221228-183113_toi_b9a_elicit_28.wav
mbunga yabantu bali invwi mumulaini a mumbali a bwanda 	16	5331	Female	toi	221210-174855_toi_b9a_elicit_18.wav
haamwaandwe wakaywiila caalama toyelede kundibuzya twaambo tuli mbuli bwakaako 	16	11003	Female	toi	221228-162240_toi_b9a_elicit_16.wav
musankwa ulakusola kusola kufuzilila ci bbaluni kubesha ci ling i ca nsimbi ci pati 	16	9596	Female	toi	221210-153407_toi_b9a_elicit_2.wav
elyo batumwa bakaboola kuli jakobo bati twakasika kumukulana wako esau 	16	6420	Male	toi	221011-153723_toi_308_elicit_0.wav
mulombwana sikudwaya usamide sikipa yamungunga waji uli mumayuwe muzyiba abboodi yakwe iituba 	16	8961	Female	toi	221213-100518_toi_b9a_elicit_9.wav
nkaambo kakuti bakacili kusyibingana tibakali kuyanda kufwambaana kwaanjila makani aaya 	16	9415	Female	toi	221228-094635_toi_b9a_elicit_27.wav
akale inga umwi kaya kutozya kajinjinji kuwa bakakkala zyuuno zyamipando haamwaandwe 	16	10799	Female	toi	221228-151724_toi_b9a_elicit_10.wav
nkaambo mubukali bwabo bakajaya muntu amukunyema kwabo bakatyola musune 	16	7350	Female	toi	221230-145947_toi_b9a_elicit_24.wav
taku mpomwindene adyabulosi wakacenga ba adamu a yeva kumalengelo ulimvwide ociyanga webo 	16	10753	Male	toi	220907-203915_toi_97d_elicit_28.wav
nsikwe nendakabona ing ombe zibi zili boobu munyika yoonse ya egepita 	16	8212	Male	toi	221011-181531_toi_308_elicit_13.wav
bana bakati baama tabawo pe baitilwa bulwazi bwamwana 	16	4628	Male	toi	220825-174423_toi_0ae_elicit_41.wav
nibwakaca bakabuka elyo wakati amundisungule kuya kulisimalelaangu 	16	7736	Female	toi	221228-203310_toi_b9a_elicit_46.wav
sicuuno wakati muzovu banyama boonse bakali kumuyoowa 	16	4015	Female	toi	220906-211510_toi_707_elicit_16.wav
cakali kwiile kubee ncaano mbuli caba mwaaba a sulwe pesi kacili masimpe a nguni unga tasyomi 	16	8870	Female	toi	221228-185504_toi_b9a_elicit_11.wav
simeso asiya siya usamide magogo alimwi a juzi li tuba kajisi a kana kakwe kaniini kasimbi kalamasusu abaluka baluka 	16	11253	Female	toi	221207-171156_toi_b9a_elicit_19.wav
bamalumi banji banji balakulangilizya cimwi cintu amupanda 	16	5059	Female	toi	221207-173408_toi_b9a_elicit_13.wav
ciindi ncibakali kuswayana cakali ciindi camasikati 	16	4492	Female	toi	220906-213431_toi_707_elicit_17.wav
cuuno cakwe cilaimikwa nji mubululami utalilemeki kubusyu bwamwami nekuba kwiima mubusena bwabalemu 	16	16425	Male	toi	220916-181440_toi_97d_elicit_17.wav
mukaintu uula masusu aatuba tuba ulilede mubwizu 	16	4378	Female	toi	221213-091726_toi_b9a_elicit_26.wav
uuvuzya imbono zyakwe kukujana impindu zyazikwelete ulaziyobweda sikufwida bacete luzyalo 	16	9075	Female	toi	221214-095919_toi_b9a_elicit_39.wav
mpoonya awo bakanywisya wisaabo waini masiku ayo ngaonya nkabela mupati wakasika 	16	9823	Female	toi	220929-202615_toi_97d_elicit_0.wav
lino wakanjila mwaakabede wisi wati taata wakavuwa kuti mpondi 	16	7260	Female	toi	221230-113547_toi_b9a_elicit_24.wav
bakamuvwiila kuti mulanda wako wiseesu uli kabotu ucipona elyo bakasintama bakotama 	16	7441	Female	toi	221230-204223_toi_b9a_elicit_40.wav
jatisya milazyo yangu kuti upone mulao wangu ube mbuli imboni yaliso lyako 	16	7917	Female	toi	221213-122458_toi_b9a_elicit_2.wav
mubwa wamungunga waji uusamide nketani yacikambwe iila zyina ula bbulungana mumunda wabwizu 	16	8507	Female	toi	221213-103711_toi_b9a_elicit_1.wav
aboobo ndini kuli aazinji zyakulibambila sunu kumazuba ajunza 	16	8349	Female	toi	221228-125403_toi_b9a_elicit_48.wav
ikabunga kabantu baimvwi mulongo kumbele asambalilwa zyintu mucintoolo 	16	6919	Female	toi	221205-210659_toi_b9a_elicit_8.wav
cibeela cabili zyamumabbuku 	16	3312	Female	toi	221205-183240_toi_ee8_elicit_49.wav
mbuli kayuni kapembelela na mbuli sikamembya mukuuluka kwakwe mbulubede lutuko lwabuyo talusiki pe 	16	17492	Male	toi	220916-181440_toi_97d_elicit_40.wav
kunembo lya mamre muunda abrahamu ngwaakaula kuli efroni mu hi ti kuti auvube ube mavwikilo 	16	10753	Female	toi	221230-144601_toi_b9a_elicit_18.wav
lino kaini wakaambila munyina abelo kuti atweende musokwe nkabela nebakali 	16	9301	Female	toi	221228-194723_toi_b9a_elicit_31.wav
amane wakabbatika lugwalo ndwaakali kulemba acamba cokwa mutelampondo 	16	7101	Female	toi	221228-190711_toi_b9a_elicit_8.wav
aboobo cipo cakatumwa kunembo pele walo mwini wakoona masiku ayo mpoonya awo amalabba 	16	3471	Male	toi	221011-153723_toi_308_elicit_22.wav
elyo baya balavwuwa ajwi tete balalikombelela akwaamba kuti 	16	4287	Male	toi	220825-174423_toi_0ae_elicit_15.wav
lino ngwani uuzi lunyonyooko ndubakonzya kuleta atusimpi tumwi twabasongo ntootu 	16	9415	Female	toi	221214-091851_toi_b9a_elicit_5.wav
mwalumi usamide chisani ca sikkaka ulakubeleka musule a tefule lyakusambalila kumusika wa baswi 	16	10481	Female	toi	221207-213049_toi_b9a_elicit_15.wav
nkamu yabantu batamba cintu cimwi kabakwiila alimwi akubweza zifwanikiso 	16	7441	Female	toi	221212-095755_toi_b9a_elicit_17.wav
misukulu ya esau lino njeeyi mizukulu ya esau ngonguwe edomu 	16	9982	Male	toi	221011-163041_toi_308_elicit_35.wav
mwana musimbi ulasonya cidooli akasena kamaanzi 	16	5240	Female	toi	221230-121748_toi_b9a_elicit_37.wav
bamakaintu botatwe basamide zisani zyamapobwe zyamabala mabala balazyanza ane mulubuwa 	16	9211	Female	toi	221212-131327_toi_b9a_elicit_36.wav
ino kuti wafwa olaa mulandu 	16	1542	Male	toi	220829-115108_toi_0ae_elicit_43.wav
mwana musankwa ulakumweta ka tapula menda a kukkala mukati a zintu zyakuyambila zi salala a zya cikambwe 	16	7827	Female	toi	221210-173239_toi_b9a_elicit_6.wav
ndime leza singuzuzyoonse zyalisya ukavule mulinduwe mulazwa musyobo ankamu yamisyobo amucikungu cako muyoozwa bami 	16	18127	Male	toi	221011-163041_toi_308_elicit_14.wav
naakasika musyokwe wakali kuuma zisamu 	16	2359	Male	toi	220829-121211_toi_0ae_elicit_4.wav
musankwa unenede uli a kutijana kuzyunguluka a bwizu musule a ma dangamwa 	16	6193	Female	toi	221210-175557_toi_b9a_elicit_0.wav
ciindi cakubuka zilakwaambauzya 	16	3040	Female	toi	221213-121824_toi_b9a_elicit_14.wav
amane waluba wide kuti ambeyo ndaluba ani mebo kali mumoyo 	16	4514	Male	toi	220825-174423_toi_0ae_elicit_7.wav
mwana musankwa watozya busyu kuwa mubwizu naalikusobana bbola yamaulu 	16	7940	Female	toi	221205-204405_toi_b9a_elicit_15.wav
ulakonzya kusotoka kumwiinda muntu oolu luwaya wakatondeka luwaya iwaazingulukide lubuwa 	16	10027	Female	toi	221228-145629_toi_b9a_elicit_4.wav
mpoonya awo bakabopa imbongolo zyabo amaila bainka pele kucile umwi wabo wakajula inkomo yakwe 	16	10867	Female	toi	221230-203112_toi_b9a_elicit_41.wav
naakamana kuumputwa bbodela lyabukoko mumutwe kalinda wakaa kusyonka mulomo ansi ndwajilo 	16	9165	Female	toi	221228-180049_toi_b9a_elicit_12.wav
ncitutangene anyika kuyooba kuti na ndabusya ijoba ajulu lyanyika fulicoongo wangu 	16	12024	Female	toi	220904-190848_toi_0ae_elicit_42.wav
mwaalumi uusamide bulukwe busiya utanta bwaanda bwamabwe 	16	4945	Female	toi	221212-121357_toi_b9a_elicit_19.wav
mapenzi alike ngaatupa kucita zintu nzyotutayandi 	16	2994	Male	toi	220829-210132_toi_0ae_elicit_39.wav
kuti muye kunyika eyo njaakakonkezya kuli abrahamu akuli izaka akuli jakobo 	16	7804	Female	toi	221230-144601_toi_b9a_elicit_32.wav
kabunga kabasikuvwana kasobana cisobano cakuuma ma kkaadi alimwi kabasola kuyungana kutegwa banyongane mucisobano 	16	10617	Female	toi	221213-112404_toi_b9a_elicit_23.wav
ciewasya nzi kukombelela buumi bwamuntu omwe kuti kakuli obo buumi bukombelelwa buletela 	16	8553	Female	toi	221228-145629_toi_b9a_elicit_47.wav
mwaalumi ulaa muncini wiimvwi amitabi yazyisamu 	16	5671	Female	toi	221205-153008_toi_b9a_elicit_11.wav
amvwe obo wakasamununa zyakusama zyabunabutema bwakwe waliputilila intambala kubusyu bwakwe walyeenyeenya 	16	15881	Male	toi	221011-174142_toi_308_elicit_9.wav
mbwakonzya kuti citamvwungwi kumasamu aamuka mambo 	16	4333	Female	toi	221228-105726_toi_b9a_elicit_0.wav
bantu bobilo basamide zyibaki bali mumuzundano wakuselemuka mucaanda 	16	6624	Female	toi	221230-123721_toi_b9a_elicit_33.wav
cipo cakusisikizya cilalesya bukali makulo aamunkomo alamanya lunyemo lupati 	16	15767	Male	toi	220916-171743_toi_97d_elicit_44.wav
mwana ula masusu aatuba tuba uusamide sikipa yanyanzabili ulikkede mucuuno cizungulukidwe azyuuno zimwi zyanyanzabili 	16	9619	Female	toi	221213-104257_toi_b9a_elicit_3.wav
